Time (s),Real Altitude (m),Real Velocity (m/s),Real Acceleration (m/s^2),Analytical Altitude (m),Analytical Velocity (m/s),Analytical Acceleration (m/s^2),Explicit Euler Altitude (m),Explicit Euler Velocity (m/s),Explicit Euler Acceleration (m/s^2),RK4 Altitude (m),RK4 Velocity (m/s),RK4 Acceleration (m/s^2),,,,
0.174,0.19830809,16.52744309,113.4765473,1.627451584,18.683478,106.8517736,1.725721768,20.23697269,123.4924295,1.699197238,20.12216264,122.0685581,,,,
0.175,0.201695251,16.639864,113.754805,1.646188487,18.79032526,106.8427398,1.746082263,20.36049598,123.5232887,1.719319401,20.24427675,122.0902149,,,,
0.176,0.207220613,16.75515636,113.9069973,1.665032232,18.89716346,106.8336553,1.766566314,20.48405007,123.5540855,1.739563677,20.36641282,122.1118041,,,,
0.177,0.212745975,16.87044873,114.0591895,1.68398281,19.00399255,106.8245201,1.787173948,20.60763488,123.5848196,1.75993009,20.48857079,122.1333255,,,,
0.178,0.218271338,16.98574109,114.2113818,1.703040214,19.11081248,106.8153342,1.807905199,20.73125038,123.615491,1.780418661,20.61075058,122.1547792,,,,
0.179,0.2237967,17.10103345,114.3635741,1.722204432,19.2176232,106.8060976,1.828760095,20.85489648,123.6460997,1.801029412,20.73295214,122.1761652,,,,
0.18,0.229322062,17.21632582,114.5157664,1.741475457,19.32442466,106.7968103,1.849738668,20.97857312,123.6766456,1.821762364,20.85517539,122.1974833,,,,
0.181,0.234847424,17.33161818,114.6679586,1.760853279,19.43121681,106.7874723,1.870840949,21.10228025,123.7071287,1.842617539,20.97742027,122.2187336,,,,
0.182,0.240372786,17.44691055,114.8201509,1.780337888,19.53799959,106.7780837,1.892066966,21.2260178,123.7375489,1.863594959,21.09968672,122.2399161,,,,
0.183,0.245898148,17.56220291,114.9723432,1.799929275,19.64477296,106.7686445,1.913416752,21.34978571,123.7679062,1.884694646,21.22197467,122.2610307,,,,
0.184,0.251423511,17.67749527,115.1245355,1.81962743,19.75153686,106.7591547,1.934890336,21.47358391,123.7982005,1.905916621,21.34428405,122.2820773,,,,
0.185,0.256948873,17.79278764,115.2767277,1.839432345,19.85829125,106.7496143,1.956487748,21.59741234,123.8284317,1.927260905,21.46661479,122.303056,,,,
0.186,0.262474235,17.90808,115.42892,1.85934401,19.96503607,106.7400234,1.978209019,21.72127094,123.8585999,1.94872752,21.58896684,122.3239668,,,,
0.187,0.270340323,18.02326182,115.3792782,1.879362414,20.07177128,106.7303819,2.000054179,21.84515964,123.8887049,1.970316487,21.71134012,122.3448095,,,,
0.188,0.27820641,18.13844364,115.3296364,1.899487549,20.17849682,106.7206899,2.022023257,21.96907839,123.9187466,1.992027827,21.83373457,122.3655842,,,,
0.189,0.286072498,18.25362545,115.2799945,1.919719404,20.28521264,106.7109473,2.044116284,22.09302711,123.9487252,2.013861561,21.95615013,122.3862909,,,,
0.19,0.293938586,18.36880727,115.2303527,1.940057971,20.3919187,106.7011543,2.06633329,22.21700575,123.9786404,2.035817711,22.07858672,122.4069295,,,,
0.191,0.301804674,18.48398909,115.1807109,1.960503239,20.49861494,106.6913108,2.088674304,22.34101425,124.0084923,2.057896298,22.20104428,122.4274999,,,,
0.192,0.309670761,18.59917091,115.1310691,1.981055198,20.6053013,106.6814169,2.111139357,22.46505253,124.0382807,2.080097342,22.32352274,122.4480023,,,,
0.193,0.317536849,18.71435273,115.0814273,2.001713838,20.71197775,106.6714725,2.133728478,22.58912053,124.0680057,2.102420865,22.44602204,122.4684364,,,,
0.194,0.325402937,18.82953455,115.0317855,2.02247915,20.81864423,106.6614777,2.156441696,22.7132182,124.0976671,2.124866887,22.56854211,122.4888024,,,,
0.195,0.333269025,18.94471636,114.9821436,2.043351123,20.92530069,106.6514325,2.179279041,22.83734547,124.127265,2.147435429,22.69108289,122.5091002,,,,
0.196,0.341135112,19.05989818,114.9325018,2.064329748,21.03194708,106.641337,2.202240543,22.96150226,124.1567993,2.170126512,22.8136443,122.5293297,,,,
0.197,0.3490012,19.17508,114.88286,2.085415014,21.13858335,106.6311911,2.225326232,23.08568853,124.1862699,2.192940156,22.93622629,122.5494909,,,,
0.198,0.357944448,19.29105,115.0050055,2.106606911,21.24520945,106.6209948,2.248536136,23.20990421,124.2156767,2.215876383,23.05882879,122.5695838,,,,
0.199,0.366887696,19.40702,115.1271509,2.127905429,21.35182532,106.6107482,2.271870285,23.33414923,124.2450198,2.238935211,23.18145172,122.5896085,,,,
0.2,0.375830945,19.52299,115.2492964,2.149310558,21.45843092,106.6004514,2.295328709,23.45842353,124.2742991,2.262116663,23.30409503,122.6095647,,,,
0.201,0.384774193,19.63896,115.3714418,2.170822288,21.56502621,106.5901042,2.318911436,23.58272704,124.3035145,2.285420758,23.42675864,122.6294526,,,,
0.202,0.393717441,19.75493,115.4935873,2.192440607,21.67161112,106.5797068,2.342618496,23.70705971,124.3326659,2.308847517,23.54944249,122.6338582,,,,
0.203,0.402660689,19.8709,115.6157327,2.214165506,21.7781856,106.5692592,2.366449902,23.83140585,124.3461412,2.332396959,23.6721311,122.6381969,,,,
0.204,0.411603937,19.98687,115.7378782,2.235996975,21.88474962,106.5587613,2.390405667,23.9557654,124.3595509,2.35606909,23.7948244,122.6424689,,,,
0.205,0.420547185,20.10284,115.8600236,2.257935002,21.99130311,106.5482133,2.414485805,24.0801383,124.3728951,2.379863915,23.91752232,122.646674,,,,
0.206,0.429490434,20.21881,115.9821691,2.279979578,22.09784603,106.537615,2.43869033,24.20452447,124.3861737,2.403781437,24.0402248,122.6508123,,,,
0.207,0.438433682,20.33478,116.1043145,2.302130691,22.20437832,106.5269666,2.463019254,24.32892386,124.3993867,2.427821662,24.16293178,122.6548837,,,,
0.208,0.44737693,20.45075,116.22646,2.324388331,22.31089994,106.5162681,2.48747259,24.45333639,124.4125341,2.451984594,24.28564319,122.6588884,,,,
0.209,0.456099983,20.56569782,116.0481404,2.346752487,22.41741084,106.5055195,2.512050352,24.57776201,124.4256158,2.476270237,24.40835896,122.6628262,,,,
0.21,0.464823035,20.68064564,115.8698207,2.369223149,22.52391097,106.4947207,2.536752553,24.70220064,124.4386319,2.500678596,24.53107903,122.6666972,,,,
0.211,0.473546088,20.79559345,115.6915011,2.391800305,22.63040027,106.4838719,2.561579205,24.82665222,124.4515822,2.525209675,24.65380334,122.6705014,,,,
0.212,0.482269141,20.91054127,115.5131815,2.414483946,22.73687869,106.472973,2.586530322,24.95111669,124.4644668,2.549863478,24.77653182,122.6742387,,,,
0.213,0.490992194,21.02548909,115.3348618,2.437274059,22.8433462,106.4620241,2.611605916,25.07559397,124.4772857,2.57464001,24.8992644,122.6779092,,,,
0.214,0.499715246,21.14043691,115.1565422,2.460170634,22.94980273,106.4510252,2.636806,25.20008401,124.4900387,2.599539275,25.02200103,122.6815129,,,,
0.215,0.508438299,21.25538473,114.9782225,2.483173661,23.05624823,106.4399763,2.662130586,25.32458674,124.502726,2.624561276,25.14474163,122.6850498,,,,
0.216,0.517161352,21.37033255,114.7999029,2.506283127,23.16268266,106.4288774,2.687579688,25.44910209,124.5153474,2.649706017,25.26748614,122.6885198,,,,
0.217,0.525884405,21.48528036,114.6215833,2.529499023,23.26910597,106.4177286,2.713153318,25.57362999,124.5279029,2.674973503,25.39023449,122.691923,,,,
0.218,0.534607457,21.60022818,114.4432636,2.552821335,23.3755181,106.4065298,2.738851489,25.69817038,124.5403926,2.700363738,25.51298662,122.6952594,,,,
0.219,0.54333051,21.715176,114.264944,2.576250055,23.48191901,106.3952811,2.764674212,25.8227232,124.5528163,2.725876724,25.63574248,122.698529,,,,
0.22,0.552467103,21.82126492,114.6403637,2.59978517,23.58830865,106.3839826,2.7906215,25.94728837,124.5651741,2.751512467,25.75850198,122.7017318,,,,
0.221,0.561603697,21.92735383,115.0157833,2.623426668,23.69468696,106.3726342,2.816693366,26.07186584,124.577466,2.777270969,25.88126506,122.7048678,,,,
0.222,0.57074029,22.03344275,115.391203,2.64717454,23.8010539,106.3612359,2.842889822,26.19645553,124.5896918,2.803152234,26.00403167,122.7079369,,,,
0.223,0.579876883,22.13953167,115.7666227,2.671028772,23.90740942,106.3497878,2.869210879,26.32105738,124.6018517,2.829156266,26.12680173,122.7109392,,,,
0.224,0.589013477,22.24562058,116.1420423,2.694989355,24.01375346,106.3382899,2.89565655,26.44567133,124.6139455,2.855283067,26.24957519,122.7138747,,,,
0.225,0.59815007,22.3517095,116.517462,2.719056276,24.12008598,106.3267423,2.922226848,26.5702973,124.6259733,2.881532643,26.37235197,122.7167434,,,,
0.226,0.607286663,22.45779842,116.8928817,2.743229523,24.22640693,106.3151449,2.948921783,26.69493524,124.6379349,2.907904995,26.49513201,122.7195453,,,,
0.227,0.616423257,22.56388733,117.2683013,2.767509086,24.33271625,106.3034977,2.975741368,26.81958507,124.6498305,2.934400127,26.61791524,122.7222804,,,,
0.228,0.62555985,22.66997625,117.643721,2.791894952,24.43901391,106.2918009,3.002685615,26.94424673,124.66166,2.961018042,26.74070161,122.7249487,,,,
0.229,0.634696443,22.77606517,118.0191407,2.816387109,24.54529984,106.2800543,3.029754535,27.06892015,124.6734233,2.987758743,26.86349105,122.7275502,,,,
0.23,0.643833037,22.88215408,118.3945603,2.840985547,24.651574,106.2682581,3.05694814,27.19360527,124.6851204,3.014622234,26.98628348,122.7300849,,,,
0.231,0.65296963,22.988243,118.76998,2.865690253,24.75783634,106.2564123,3.084266442,27.31830202,124.6967513,3.041608518,27.10907885,122.7325528,,,,
0.232,0.664649025,23.1186,119.190305,2.890501216,24.86408681,106.2445168,3.111709453,27.44301034,124.708316,3.068717597,27.2318771,122.7349539,,,,
0.233,0.67632842,23.248957,119.61063,2.915418423,24.97032535,106.2325717,3.139277183,27.56773015,124.7198144,3.095949474,27.35467815,122.7372882,,,,
0.234,0.688007815,23.379314,120.030955,2.940441863,25.07655193,106.2205771,3.166969644,27.6924614,124.7312466,3.123304152,27.47748194,122.7395557,,,,
0.235,0.69968721,23.509671,120.45128,2.965571523,25.18276649,106.2085329,3.194786848,27.81720401,124.7426125,3.150781634,27.60028841,122.7417565,,,,
0.236,0.711366605,23.640028,120.871605,2.990807392,25.28896898,106.1964392,3.222728806,27.94195792,124.753912,3.178381922,27.72309749,122.7438905,,,,
0.237,0.723046,23.770385,121.29193,3.016149457,25.39515935,106.1842959,3.250795529,28.06672307,124.7651453,3.20610502,27.84590911,122.7459577,,,,
0.238,0.734725395,23.900742,121.712255,3.041597706,25.50133756,106.1721032,3.278987028,28.19149938,124.7763122,3.233950929,27.96872322,122.7479581,,,,
0.239,0.74640479,24.031099,122.13258,3.067152128,25.60750354,106.159861,3.307303315,28.31628679,124.7874127,3.261919652,28.09153975,122.7498918,,,,
0.24,0.758084185,24.161456,122.552905,3.092812709,25.71365726,106.1475694,3.3357444,28.44108524,124.7984467,3.290011192,28.21435863,122.7517587,,,,
0.241,0.76976358,24.291813,122.97323,3.118579438,25.81979867,106.1352284,3.364310295,28.56589465,124.8094144,3.318225551,28.33717979,122.7535588,,,,
0.242,0.780344784,24.40452408,122.9373058,3.144452303,25.9259277,106.122838,3.39300101,28.69071497,124.8203156,3.34656273,28.46000318,122.7552922,,,,
0.243,0.790925988,24.51723517,122.9013817,3.17043129,26.03204433,106.1103982,3.421816556,28.81554612,124.8311504,3.375022734,28.58282873,122.7569589,,,,
0.244,0.801507193,24.62994625,122.8654575,3.196516387,26.13814848,106.0979091,3.450756944,28.94038804,124.8419187,3.403605562,28.70565637,122.7585588,,,,
0.245,0.812088397,24.74265733,122.8295333,3.222707582,26.24424013,106.0853706,3.479822185,29.06524066,124.8526204,3.432311219,28.82848604,122.7600919,,,,
0.246,0.822669601,24.85536842,122.7936092,3.249004863,26.35031921,106.0727829,3.509012289,29.19010391,124.8632556,3.461139705,28.95131767,122.7615584,,,,
0.247,0.833250805,24.9680795,122.757685,3.275408217,26.45638568,106.0601459,3.538327267,29.31497774,124.8738243,3.490091022,29.0741512,122.7629581,,,,
0.248,0.843832009,25.08079058,122.7217608,3.30191763,26.56243948,106.0474596,3.567767129,29.43986207,124.8843264,3.519165174,29.19698656,122.764291,,,,
0.249,0.854413213,25.19350167,122.6858367,3.328533091,26.66848058,106.0347241,3.597331885,29.56475683,124.8947619,3.54836216,29.31982369,122.7655573,,,,
0.25,0.864994418,25.30621275,122.6499125,3.355254587,26.77450891,106.0219394,3.627021547,29.68966196,124.9051308,3.577681984,29.44266253,122.7667569,,,,
0.251,0.875575622,25.41892383,122.6139883,3.382082105,26.88052444,106.0091056,3.656836125,29.81457739,124.915433,3.607124646,29.56550301,122.7678897,,,,
0.252,0.886156826,25.53163492,122.5780642,3.409015632,26.98652711,105.9962226,3.686775628,29.93950306,124.9256686,3.636690149,29.68834505,122.7689558,,,,
0.253,0.89673803,25.644346,122.54214,3.436055155,27.09251687,105.9832904,3.716840067,30.0644389,124.9358376,3.666378494,29.81118861,122.7699553,,,,
0.254,0.91044167,25.76700745,122.5708791,3.463200661,27.19849367,105.9703092,3.747029452,30.18938484,124.9459398,3.696189683,29.93403362,122.770888,,,,
0.255,0.92414531,25.88966891,122.5996182,3.490452138,27.30445747,105.9572789,3.777343792,30.31434081,124.9559753,3.726123717,30.05688,122.7717541,,,,
0.256,0.93784895,26.01233036,122.6283573,3.517809572,27.41040822,105.9441995,3.807783099,30.43930676,124.9659441,3.756180597,30.1797277,122.7725535,,,,
0.257,0.95155259,26.13499182,122.6570964,3.54527295,27.51634585,105.9310711,3.838347382,30.5642826,124.9758461,3.786360324,30.30257665,122.7732862,,,,
0.258,0.96525623,26.25765327,122.6858355,3.572842259,27.62227034,105.9178937,3.86903665,30.68926828,124.9856814,3.816662901,30.42542678,122.752161,,,,
0.259,0.97895987,26.38031473,122.7145745,3.600517486,27.72818163,105.9046674,3.899850892,30.81424158,124.9732954,3.847088328,30.54825624,122.730972,,,,
0.26,0.99266351,26.50297618,122.7433136,3.628298618,27.83407966,105.8913921,3.930790094,30.93920242,124.9608412,3.877636584,30.67106496,122.7097194,,,,
0.261,1.00636715,26.62563764,122.7720527,3.656185641,27.93996439,105.8780678,3.961854245,31.06415074,124.9483187,3.908307649,30.79385288,122.6884031,,,,
0.262,1.02007079,26.74829909,122.8007918,3.684178542,28.04583578,105.8646947,3.993043331,31.18908647,124.9357279,3.939101502,30.91661993,122.6670232,,,,
0.263,1.03377443,26.87096055,122.8295309,3.712277308,28.15169377,105.8512726,4.024357341,31.31400954,124.9230689,3.970018122,31.03936606,122.6455798,,,,
0.264,1.04747807,26.993622,122.85827,3.740481925,28.25753831,105.8378017,4.055796261,31.43891988,124.9103418,4.001057488,31.1620912,122.6240729,,,,
0.265,1.066341757,27.11680027,122.8804782,3.76879238,28.36336935,105.824282,4.087360078,31.56381742,124.8975464,4.032219579,31.2847953,122.6025025,,,,
0.266,1.085205445,27.23997855,122.9026864,3.79720866,28.46918686,105.8107135,4.11904878,31.68870211,124.8846828,4.063504374,31.40747828,122.5808687,,,,
0.267,1.104069132,27.36315682,122.9248945,3.825730749,28.57499076,105.7970963,4.150862354,31.81357386,124.8717511,4.094911853,31.53014009,122.5591714,,,,
0.268,1.122932819,27.48633509,122.9471027,3.854358637,28.68078103,105.7834302,4.182800787,31.93843261,124.8587512,4.126441993,31.65278067,122.5374109,,,,
0.269,1.141796506,27.60951336,122.9693109,3.883092307,28.78655761,105.7697155,4.214864065,32.06327829,124.8456833,4.158094773,31.77539996,122.515587,,,,
0.27,1.160660194,27.73269164,122.9915191,3.911931747,28.89232045,105.755952,4.247052176,32.18811084,124.8325472,4.189870173,31.89799789,122.4936999,,,,
0.271,1.179523881,27.85586991,123.0137273,3.940876943,28.9980695,105.7421399,4.279365106,32.31293018,124.819343,4.221768171,32.0205744,122.4717496,,,,
0.272,1.198387568,27.97904818,123.0359355,3.969927882,29.10380471,105.7282792,4.311802842,32.43773625,124.8060708,4.253788746,32.14312944,122.4497361,,,,
0.273,1.217251255,28.10222645,123.0581436,3.999084548,29.20952604,105.7143698,4.344365371,32.56252898,124.7927305,4.285931875,32.26566293,122.4276595,,,,
0.274,1.236114943,28.22540473,123.0803518,4.028346929,29.31523343,105.7004118,4.37705268,32.68730831,124.7793221,4.318197538,32.38817482,122.4055198,,,,
0.275,1.25497863,28.348583,123.10256,4.05771501,29.42092685,105.6864053,4.409864754,32.81207415,124.7658458,4.350585713,32.51066505,122.3833171,,,,
0.276,1.27511924,28.4844004,123.090345,4.087188778,29.52660623,105.6723502,4.44280158,32.93682645,124.7523015,4.383096378,32.63313356,122.3610514,,,,
0.277,1.29525985,28.6202178,123.07813,4.116768218,29.63227153,105.6582466,4.475863145,33.06156514,124.7386892,4.415729511,32.75558028,122.3387227,,,,
0.278,1.31540046,28.7560352,123.065915,4.146453316,29.73792271,105.6440946,4.509049435,33.18629015,124.725009,4.448485092,32.87800515,122.3163312,,,,
0.279,1.33554107,28.8918526,123.0537,4.176244059,29.8435597,105.629894,4.542360437,33.31100141,124.7112608,4.481363097,33.00040812,122.2938767,,,,
0.28,1.35568168,29.02767,123.041485,4.206140431,29.94918248,105.6156451,4.575796136,33.43569886,124.6974447,4.514363505,33.12278912,122.2713595,,,,
0.281,1.37582229,29.1634874,123.02927,4.236142419,30.05479098,105.6013477,4.609356518,33.56038242,124.6835607,4.547486294,33.24514809,122.2487795,,,,
0.282,1.3959629,29.2993048,123.017055,4.266250008,30.16038516,105.5870019,4.64304157,33.68505203,124.6696089,4.580731442,33.36748497,122.2261367,,,,
0.283,1.41610351,29.4351222,123.00484,4.296463184,30.26596497,105.5726078,4.676851278,33.80970762,124.6555891,4.614098927,33.4897997,122.2034313,,,,
0.284,1.43624412,29.5709396,122.992625,4.326781933,30.37153036,105.5581654,4.710785627,33.93434912,124.6415016,4.647588727,33.61209221,122.1806633,,,,
0.285,1.45638473,29.706757,122.98041,4.35720624,30.47708128,105.5436747,4.744844603,34.05897646,124.6273463,4.681200819,33.73436246,122.1578326,,,,
0.286,1.475985885,29.82863882,122.9314209,4.387736091,30.58261769,105.5291357,4.779028193,34.18358959,124.6131231,4.714935181,33.85661037,122.1349394,,,,
0.287,1.495587039,29.95052064,122.8824318,4.418371471,30.68813954,105.5145485,4.813336381,34.30818842,124.5988322,4.748791792,33.97883589,122.1119837,,,,
0.288,1.515188194,30.07240245,122.8334427,4.449112365,30.79364677,105.499913,4.847769154,34.43277289,124.5844735,4.782770628,34.10103895,122.0889655,,,,
0.289,1.534789348,30.19428427,122.7844536,4.47995876,30.89913935,105.4852294,4.882326497,34.55734294,124.5700472,4.816871667,34.22321949,122.065885,,,,
0.29,1.554390503,30.31616609,122.7354645,4.510910639,31.00461721,105.4704976,4.917008396,34.68189849,124.5555531,4.851094886,34.34537747,122.042742,,,,
0.291,1.573991657,30.43804791,122.6864755,4.541967989,31.11008032,105.4557177,4.951814835,34.80643948,124.5409913,4.885440264,34.4675128,122.0195368,,,,
0.292,1.593592812,30.55992973,122.6374864,4.573130795,31.21552863,105.4408897,4.986745801,34.93096585,124.5263618,4.919907776,34.58962544,121.9962692,,,,
0.293,1.613193966,30.68181155,122.5884973,4.604399041,31.32096209,105.4260136,5.021801279,35.05547751,124.5116648,4.954497402,34.71171532,121.9729395,,,,
